,bat,runs,balls,dismissals,avg,rpo
560,Hilton Cartwright,2,23,2.0,1.0,0.52
566,Hussain Talat,2,14,1.0,2.0,0.86
632,James Shannon,2,8,1.0,2.0,1.5
430,Elias Sunny,2,11,2.0,1.0,1.09
1143,Pipi Raho,2,6,,,2.0
432,Elliot Miles,2,9,1.0,2.0,1.33
1128,Peter Gillespie,2,11,2.0,1.0,1.09
1424,Stuart Whittingham,2,11,2.0,1.0,1.09
442,Fahad Nawaz,2,10,2.0,1.0,1.2
758,Kenneth Kamyuka,2,2,1.0,2.0,6.0
1482,Theo van Woerkom,2,6,,,2.0
236,Brett Dorey,2,5,,,2.4
1004,Muhammad Jawadullah,1,6,2.0,0.5,1.0
760,Keon Harding,1,1,,,6.0
214,Bjorn Fortuin,1,5,1.0,1.0,1.2
608,Jacob Duffy,1,4,,,1.5
821,Lakshmipathy Balaji,1,2,,,3.0
199,Berend Westdijk,1,6,2.0,0.5,1.0
95,Anderson Cummins,1,3,1.0,1.0,2.0
1322,Shabbir Ahmed,1,1,1.0,1.0,6.0
1467,Tapiwa Mufudza,1,9,1.0,1.0,0.67
969,Mohammad Kashif,1,14,2.0,0.5,0.43
991,Mohsin Mulla,1,11,1.0,1.0,0.55
881,Marcus North,1,4,1.0,1.0,1.5
684,Joginder Sharma,1,6,1.0,1.0,1.0
67,Alawi Shukri,1,3,1.0,1.0,2.0
1300,Sanjayan Thuraisingam,1,5,,,1.2
1426,Subashis Roy,1,9,,,0.67
161,Asitha Fernando,1,6,1.0,1.0,1.0
1279,Sagar Pun,1,14,1.0,1.0,0.43
1587,William O’Rourke,1,5,1.0,1.0,1.2
930,Michael Kasprowicz,1,3,1.0,1.0,2.0
378,Dhananjaya Lakshan,1,6,1.0,1.0,1.0
1261,Ryan Ramdass,1,9,1.0,1.0,0.67
1161,Qais Ahmad,1,4,1.0,1.0,1.5
195,Ben Stevens,1,5,1.0,1.0,1.2
1389,Simon Jones,1,2,1.0,1.0,3.0
605,Jack Brassell,1,5,1.0,1.0,1.2
27,Abu Hider,1,11,1.0,1.0,0.55
448,Faraz Akram,1,6,1.0,1.0,1.0
1028,Naman Ojha,1,7,1.0,1.0,0.86
191,Ben Laughlin,1,9,,,0.67
503,Graeme McCarter,1,1,,,6.0
768,Khaled Ahmed,1,2,1.0,1.0,3.0
775,Khary Pierre,1,4,,,1.5
766,Kevin Sandher,1,9,1.0,1.0,0.67
517,Gurdeep Singh,1,23,1.0,1.0,0.26
1122,Pedro Collins,1,2,,,3.0
1385,Siddarth Kaul,1,2,1.0,1.0,3.0
262,Chaminda Bandara,1,3,,,2.0
1430,Sundeep Jora,1,10,1.0,1.0,0.6
242,Brijal Patel,1,8,1.0,1.0,0.75
265,Chanaka Welegedara,1,4,1.0,1.0,1.5
1224,Robiul Islam,0,1,,,0.0
1481,Tharindu Kaushal,0,1,1.0,0.0,0.0
210,Billy Stanlake,0,5,1.0,0.0,0.0
1599,Yodhin Punja,0,1,1.0,0.0,0.0
1234,Rony Talukdar,0,2,,,0.0
983,Mohammad Talha,0,1,1.0,0.0,0.0
457,Fazle Mahmud,0,4,1.0,0.0,0.0
23,Abhishek Nayar,0,7,,,0.0
1117,Paul Mooney,0,1,1.0,0.0,0.0
1199,Raza Hasan,0,2,1.0,0.0,0.0
619,Jake Fraser-McGurk,0,4,,,0.0
1176,Rajat Patidar,0,2,,,0.0
1149,Prasidh Krishna,0,6,1.0,0.0,0.0
108,Andrew Puttick,0,5,1.0,0.0,0.0
898,Matheesha Pathirana,0,8,3.0,0.0,0.0
588,Indika Batuwitarachchi,0,3,2.0,0.0,0.0
472,Garnett Kruger,0,10,1.0,0.0,0.0
1613,Zakir Hasan,0,2,1.0,0.0,0.0
642,Jan-Izak de Villiers,0,2,1.0,0.0,0.0
921,Mehran Khan,0,7,1.0,0.0,0.0
1329,Shahbaz Ahmed,0,4,1.0,0.0,0.0
1538,Umran Malik,0,6,1.0,0.0,0.0
788,Kishore Mahato,0,9,,,0.0
86,Aman Ali,0,2,1.0,0.0,0.0
1547,Usman Shinwari,0,4,2.0,0.0,0.0
794,Krunal Pandya,0,2,,,0.0
203,Bhanuka Rajapaksa,0,6,2.0,0.0,0.0
804,Kyle Christie,0,3,1.0,0.0,0.0
1365,Shaun Udal,0,2,1.0,0.0,0.0
814,Kyle Phillip,0,2,1.0,0.0,0.0
818,Lahiru Madushanka,0,7,1.0,0.0,0.0
330,Daniel Birrell,0,1,1.0,0.0,0.0
1059,Neil Carter,0,6,1.0,0.0,0.0
995,Monde Zondeki,0,2,1.0,0.0,0.0
1254,Ryan Flannigan,0,2,1.0,0.0,0.0
965,Mohammad Hasnain,0,1,1.0,0.0,0.0
274,Chemar Holder,0,3,,,0.0
46,Afzaal Haider,0,10,1.0,0.0,0.0
1023,Najaf Shah,0,2,1.0,0.0,0.0
1065,Nelon Pascal,0,1,1.0,0.0,0.0
344,Darren Ramsammy,0,3,1.0,0.0,0.0
1475,Teddy Bishop,0,6,1.0,0.0,0.0
350,Dave Mohammed,0,2,,,0.0
705,Josephat Ababu,0,9,,,0.0
599,Ishwarjot Sohi,0,2,1.0,0.0,0.0
441,Fahad Alhashmi,0,7,3.0,0.0,0.0
1262,Ryan Rickelton,0,2,,,0.0
403,Dominique Rikhi,0,8,1.0,0.0,0.0
