,bat,innings,entry,arrive_fow,exit,exit_fow,added
0,AB de Villiers,218,67.0,1.896805641982991,197.0,3.916096245592201,130.0
1,AM Ghazanfar,1,209.0,7.0,221.0,9.0,12.0
2,Aamer Yamin,3,105.0,6.2772277227722775,207.0,7.544554455445544,102.0
3,Aamir Kaleem,2,138.0,5.64,153.0,7.32,15.0
4,Aarif Sheikh,43,78.0,3.8007712082262213,170.0,6.419023136246786,92.0
5,Aaron Finch,142,2.0,0.04655581947743468,149.0,2.4660332541567698,147.0
6,Aaron Hardie,3,117.0,4.595744680851064,158.0,5.595744680851064,40.0
7,Aaron Johnson,12,0.0,0.0,71.0,2.207792207792208,70.0
8,Aaron Jones,43,49.0,2.2054728756601056,167.0,5.14882381180989,118.0
9,Aaron Phangiso,12,164.0,7.134146341463414,193.0,8.335365853658537,28.0
10,Aaron Redmond,6,5.0,0.11278195488721804,85.0,3.338345864661654,80.0
11,Aasif Sheikh,49,3.0,0.19710765934654526,114.0,3.1762185324049277,111.0
12,Aayan Afzal Khan,25,111.0,5.008620689655173,187.0,7.324712643678161,77.0
13,Abdool Samad,16,37.0,1.0844277673545966,105.0,3.1876172607879925,68.0
14,Abdul Jabbar,2,4.0,0.0,86.0,2.953488372093023,82.0
15,Abdul Rahman,3,77.0,6.243243243243243,89.0,7.135135135135135,11.0
16,Abdul Razzaq,77,126.0,4.963891675025075,202.0,7.044633901705115,76.0
17,Abdul Shakoor,3,106.0,4.857142857142857,150.0,6.6571428571428575,44.0
18,Abdullah Mazari,1,118.0,7.0,153.0,8.0,35.0
19,Abdullah Shafique,12,13.0,0.15605749486652978,133.0,2.0451745379876796,120.0
20,Abdur Razzak,86,150.0,7.450304259634889,180.0,8.661257606490873,29.0
21,Abdur Rehman,23,147.0,6.561594202898551,177.0,7.543478260869565,30.0
22,Abhimanyu Mithun,3,176.0,7.701754385964913,207.0,9.0,32.0
23,Abhishek Nayar,1,104.0,3.0,129.0,3.0,25.0
24,Abhishek Paradkar,4,97.0,5.7407407407407405,122.0,8.0,25.0
25,Abid Ali,6,1.0,0.5136186770428015,148.0,1.9805447470817121,147.0
26,Abinash Bohara,2,172.0,9.0,182.0,9.0,10.0
27,Abu Hider,1,110.0,8.0,119.0,8.0,9.0
28,Abul Hasan,3,138.0,5.9375,156.0,6.9375,18.0
29,Adam Bacher,5,1.0,0.19889502762430938,77.0,2.143646408839779,76.0
30,Adam Gilchrist,87,1.0,0.009813874788494078,108.0,1.7272419627749578,108.0
31,Adam Milne,22,205.0,6.800947867298579,233.0,8.056872037914692,28.0
32,Adam Voges,28,111.0,3.375,224.0,5.506889763779528,113.0
33,Adam Zampa,46,193.0,7.855579868708972,223.0,9.019693654266959,30.0
34,Adeel Raja,6,117.0,8.168831168831169,140.0,8.909090909090908,23.0
35,Adeel Shafique,1,32.0,1.0,52.0,2.0,20.0
36,Adil Rashid,66,191.0,6.956069364161849,240.0,8.361849710982659,49.0
37,Adithya Ashok,1,85.0,7.0,97.0,9.0,12.0
38,Adnan Akmal,4,197.0,5.260869565217392,244.0,6.478260869565218,47.0
39,Adnan Mufti,16,127.0,4.1040189125295505,194.0,6.290780141843972,67.0
40,Adrian Barath,14,1.0,0.13354531001589826,101.0,2.4848966613672494,100.0
41,Adrian Neill,6,161.0,8.13953488372093,181.0,8.883720930232558,20.0
42,Afif Hossain,27,115.0,4.78757225433526,210.0,6.608381502890174,95.0
43,Afsar Zazai,15,64.0,2.3871635610766044,152.0,4.523809523809524,88.0
44,Aftab Ahmed,65,44.0,1.764840182648402,115.0,3.8110730593607305,71.0
45,Aftab Alam,16,151.0,8.046296296296296,178.0,9.101851851851851,26.0
46,Aftab Shamsudeen,1,110.0,4.0,129.0,5.0,19.0
47,Afzaal Haider,1,109.0,8.0,118.0,9.0,9.0
48,Agha Salman,17,121.0,3.39009900990099,189.0,5.013861386138614,68.0
49,Ahmed Raza,41,141.0,6.6748911465892595,183.0,8.412191582002903,42.0
50,Ahmed Shah,1,0.0,0.0,2.0,1.0,2.0
51,Ahmed Shehzad,81,2.0,0.10305653232350555,114.0,2.506626994860698,112.0
52,Ahsan Malik,3,129.0,4.947368421052632,182.0,9.0,54.0
53,Aiden Markram,64,58.0,1.3240656335460346,167.0,3.3249772105742936,109.0
54,Aizaz Cheema,6,200.0,9.0,214.0,9.044444444444444,14.0
55,Aizaz Khan,15,90.0,4.162162162162162,155.0,6.2,65.0
56,Ajantha Mendis,39,203.0,8.243445692883896,220.0,9.157303370786517,17.0
57,Ajay Lalcheta,2,95.0,3.0,110.0,4.530612244897959,15.0
58,Ajinkya Rahane,87,24.0,0.6113402061855671,135.0,2.577577319587629,111.0
59,Ajit Agarkar,28,142.0,6.361702127659575,175.0,7.986702127659575,33.0
60,Ajmal Shahzad,8,183.0,7.67741935483871,197.0,8.596774193548388,13.0
61,Akalanka Ganegama,1,197.0,7.0,207.0,8.0,10.0
62,Akeal Hosein,28,139.0,6.256,190.0,8.018666666666666,50.0
63,Akeem Jordan,1,294.0,9.0,306.0,9.0,12.0
64,Akila Dananjaya,28,158.0,6.372037914691943,205.0,7.713270142180095,47.0
65,Akshay Homraj,8,85.0,4.0,150.0,5.51304347826087,65.0
66,Al-Amin Hossain,6,182.0,8.65,186.0,9.2,4.0
67,Alasdair Evans,17,167.0,8.062893081761006,199.0,9.125786163522013,32.0
68,Alastair Cook,92,1.0,0.0,116.0,2.4148810925359077,115.0
69,Alawi Shukri,1,140.0,6.0,141.0,7.0,1.0
70,Albert van der Merwe,6,201.0,8.035714285714286,210.0,8.642857142857142,9.0
71,Albie Morkel,40,156.0,3.9554054054054055,225.0,5.398648648648648,69.0
72,Alei Nao,20,152.0,8.142857142857142,180.0,8.942857142857143,28.0
73,Alester Maregwede,2,51.0,2.0,84.0,4.333333333333333,33.0
74,Alex Carey,66,107.0,3.6348448687350836,204.0,6.110262529832935,96.0
75,Alex Cusack,44,90.0,3.068566340160285,171.0,4.778272484416741,81.0
76,Alex Hales,67,20.0,0.23465423465423466,154.0,2.619269619269619,134.0
77,Alex Obanda,42,20.0,0.8740251949610078,119.0,3.50869826034793,99.0
78,Alex Wharf,1,226.0,8.0,240.0,8.0,14.0
79,Alexei Kervezee,25,28.0,0.8472906403940886,95.0,2.857142857142857,68.0
80,Alfred Luseno,3,164.0,9.0,187.0,9.3,23.0
81,Ali Khan,8,190.0,8.806451612903226,203.0,9.612903225806452,13.0
82,Ali Naseer,9,109.0,4.901477832512315,172.0,6.990147783251231,63.0
83,Alick Athanaze,10,3.0,0.23054755043227665,75.0,3.0605187319884726,73.0
84,Alishan Sharafu,14,80.0,3.3546325878594248,128.0,5.111821086261981,48.0
85,Alok Kapali,22,107.0,4.403041825095057,164.0,6.022813688212928,57.0
86,Alviro Petersen,19,63.0,1.7108239095315023,146.0,4.334410339256866,83.0
87,Alzarri Joseph,41,130.0,7.370491803278688,173.0,8.742622950819673,43.0
88,Aman Ali,1,148.0,9.0,148.0,10.0,0.0
89,Ambati Rayudu,50,63.0,1.6523722627737227,180.0,3.4666970802919708,117.0
90,Amila Aponso,7,135.0,8.222222222222221,155.0,9.733333333333333,20.0
91,Amir Hamza,13,123.0,8.08421052631579,132.0,9.052631578947368,9.0
92,Amir Hayat,5,96.0,6.5675675675675675,124.0,7.5,28.0
93,Amit Mishra,10,153.0,7.137931034482759,166.0,8.218390804597702,12.0
94,Amjad Ali,16,1.0,0.059190031152647975,87.0,2.809968847352025,86.0
95,Amjad Javed,13,101.0,5.512635379061372,181.0,6.9169675090252705,79.0
96,Anamul Haque,46,7.0,0.10696920583468396,130.0,3.2133981631550514,124.0
97,Anderson Cummins,4,136.0,6.961538461538462,153.0,7.6923076923076925,17.0
98,Anderson Phillip,2,116.0,9.0,150.0,9.12,33.0
99,Andile Phehlukwayo,49,161.0,5.387450199203188,218.0,6.851593625498008,56.0
100,Andre Adams,8,186.0,7.067415730337078,210.0,8.292134831460674,24.0
101,Andre Botha,30,46.0,2.191466083150985,107.0,4.097374179431072,62.0
102,Andre Fletcher,25,15.0,0.6228070175438597,71.0,2.2175438596491226,56.0
103,Andre McCarthy,2,14.0,1.170731707317073,44.0,3.1707317073170733,30.0
104,Andre Nel,18,145.0,6.8120805369127515,183.0,8.456375838926174,38.0
105,Andre Russell,47,141.0,5.795031055900621,202.0,7.2,61.0
106,Andrew Ellis,12,164.0,5.75,211.0,7.659574468085107,47.0
107,Andrew Flintoff,51,94.0,3.3605095541401275,173.0,5.284076433121019,79.0
108,Andrew Hall,23,93.0,3.901315789473684,169.0,4.978070175438597,76.0
109,Andrew Poynter,13,60.0,2.178470254957507,156.0,4.113314447592068,96.0
110,Andrew Puttick,1,3.0,0.0,3.0,1.0,0.0
111,Andrew Strauss,104,9.0,0.2573744652105382,130.0,2.8556631389326728,121.0
112,Andrew Symonds,82,104.0,3.035784635587656,220.0,4.895929087327643,115.0
113,Andrew Tye,7,219.0,7.208333333333333,231.0,9.125,13.0
114,Andrew Umeed,1,1.0,0.0,22.0,1.0,21.0
115,Andrew White,41,86.0,4.043321299638989,153.0,5.716606498194946,67.0
116,Andri Berenger,9,2.0,0.0,82.0,2.0113207547169814,80.0
117,Andy Balbirnie,102,35.0,1.202460024600246,158.0,3.4543665436654365,123.0
118,Andy Blignaut,5,113.0,5.267441860465116,200.0,7.709302325581396,88.0
119,Andy McBrine,59,78.0,3.526742301458671,138.0,5.480551053484603,60.0
120,Andy McKay,9,166.0,8.914893617021276,181.0,9.085106382978724,14.0
121,Angelo Mathews,193,106.0,3.4269908482447753,213.0,6.232481901379593,108.0
122,Angelo Perera,4,90.0,2.819277108433735,131.0,4.0120481927710845,42.0
123,Anil Kumble,8,154.0,7.038461538461538,188.0,7.990384615384615,34.0
124,Anil Sah,10,15.0,0.23484848484848486,149.0,1.178030303030303,134.0
125,Ankur Vasishta,4,131.0,5.112676056338028,166.0,7.76056338028169,36.0
126,Anrich Nortje,7,215.0,7.383333333333334,230.0,9.2,15.0
127,Ansh Tandon,1,101.0,2.0,124.0,3.0,23.0
128,Anshy Rath,18,18.0,1.039423076923077,164.0,4.060576923076923,145.0
129,Anthony Hawkins-Kay,1,194.0,6.0,204.0,8.0,10.0
130,Anthony Ireland,7,114.0,7.546875,125.0,8.515625,11.0
131,Anthony Martin,5,179.0,9.0,191.0,9.137931034482758,12.0
132,Anton Devcich,11,15.0,0.3473282442748092,82.0,2.2442748091603053,67.0
133,Anwar Ali,16,159.0,6.1626666666666665,210.0,8.069333333333333,51.0
134,Aqib Ilyas,25,20.0,1.1498207885304659,134.0,3.3240143369175628,114.0
135,Arafat Sunny,11,205.0,7.08421052631579,229.0,8.694736842105263,23.0
136,Arjun Saud,9,1.0,0.0,73.0,2.811634349030471,72.0
137,Arshad Ali,2,11.0,0.0,107.0,4.555555555555555,96.0
138,Arshad Khan,3,176.0,8.657894736842104,207.0,9.0,31.0
139,Arshdeep Singh,3,190.0,7.310344827586207,213.0,8.931034482758621,23.0
140,Arvind Kandappah,2,79.0,3.0,190.0,7.144654088050315,111.0
141,Aryan Dutt,29,174.0,7.440677966101695,194.0,8.623728813559323,20.0
142,Aryan Lakra,16,15.0,0.6005873715124816,116.0,2.9177679882525696,100.0
143,Aryansh Sharma,7,3.0,0.2712765957446808,76.0,1.5372340425531914,74.0
144,Asa Tribe,5,45.0,2.951219512195122,212.0,5.198170731707317,167.0
145,Asad Ali,2,179.0,8.0,204.0,9.625,26.0
146,Asad Shafiq,58,50.0,1.4742319127849355,138.0,3.2770069375619424,88.0
147,Asela Gunaratne,25,130.0,3.9986541049798117,214.0,6.545087483176312,84.0
148,Asghar Afghan,107,64.0,2.467550027041644,150.0,4.88967009194159,86.0
149,Ashan Priyanjan,20,108.0,3.8405253283302065,181.0,5.378986866791744,74.0
150,Ashen Bandara,5,115.0,4.0,201.0,6.986175115207374,85.0
151,Ashfaq Ahmed,4,0.0,0.0,9.0,1.411764705882353,9.0
152,Ashif Mulla,18,58.0,2.3927576601671308,107.0,4.100278551532034,49.0
153,Ashish Bagai,38,44.0,1.9877571008814887,170.0,4.966209598432909,126.0
154,Ashish Nehra,25,199.0,8.065359477124183,210.0,9.058823529411764,11.0
155,Ashley Giles,8,128.0,6.128378378378378,191.0,7.77027027027027,62.0
156,Ashley Nurse,38,185.0,6.4179389312977095,220.0,7.574427480916031,36.0
157,Ashok Dinda,5,173.0,7.578947368421052,195.0,8.552631578947368,22.0
158,Ashton Agar,18,161.0,5.7125,230.0,7.0025,68.0
159,Ashton Turner,7,174.0,4.0606060606060606,250.0,5.733333333333333,77.0
160,Ashwanth Valthapa,1,35.0,5.0,62.0,8.0,27.0
161,Ashwell Prince,38,82.0,3.0366837857666913,165.0,4.9523110785033015,83.0
162,Asif Ali,16,191.0,3.6996904024767803,257.0,5.25077399380805,66.0
163,Asif Iqbal,1,4.0,0.0,9.0,1.0,5.0
164,Asif Khan,31,55.0,2.214067278287462,178.0,4.877675840978593,123.0
165,Asitha Fernando,2,165.0,9.0,176.0,9.0,11.0
166,Assad Vala,66,31.0,1.437542662116041,129.0,5.175767918088737,98.0
167,Atse Buurman,9,172.0,5.58282208588957,238.0,7.251533742331288,66.0
168,Austin Codrington,1,72.0,8.0,90.0,9.0,18.0
169,Austin Richards,1,132.0,5.0,133.0,6.0,1.0
170,Avesh Khan,4,239.0,7.366666666666666,258.0,8.6,19.0
171,Avishka Fernando,38,9.0,0.17960088691796008,147.0,2.681448632668145,138.0
172,Avishka Gunawardene,2,1.0,0.0,73.0,2.5903614457831323,72.0
173,Axar Patel,36,168.0,5.0727969348659006,220.0,7.243295019157088,52.0
174,Ayaan Khan,33,68.0,2.5293276108726754,169.0,5.506437768240343,101.0
175,Azeem Pitcher,1,0.0,0.0,58.0,1.0,58.0
176,Azhar Ali,53,9.0,0.29469548133595286,138.0,3.341846758349705,129.0
177,Azhar Mahmood,7,154.0,6.769230769230769,200.0,8.051282051282051,45.0
178,Azmatullah Omarzai,21,82.0,3.407358738501971,211.0,6.240473061760841,129.0
179,BJ Watling,24,45.0,1.7224157955865274,132.0,5.084785133565622,87.0
180,Babar Azam,114,39.0,1.0723694171082514,193.0,3.818470855412566,154.0
181,Babar Hayat,22,50.0,1.4288518155053975,170.0,4.099116781157998,119.0
182,Badal Singh,1,118.0,6.0,124.0,7.0,6.0
183,Balaji Rao,8,149.0,6.51685393258427,166.0,7.584269662921348,17.0
184,Barney Rogers,8,2.0,0.18518518518518517,110.0,3.3790849673202614,108.0
185,Barry McCarthy,29,157.0,7.272980501392758,185.0,8.757660167130918,27.0
186,Bas Zuiderent,29,42.0,1.5360915492957747,153.0,3.334507042253521,111.0
187,Bas de Leede,41,61.0,2.2260458839406208,141.0,4.892712550607287,80.0
188,Basant Regmi,4,131.0,7.166666666666667,151.0,8.166666666666666,19.0
189,Basil Hameed,37,91.0,3.7441130298273158,158.0,5.638147566718995,67.0
190,Basir Ahamad,2,160.0,8.0,166.0,9.0,6.0
191,Bazid Khan,3,96.0,1.0,223.0,3.437185929648241,127.0
192,Ben Cooper,11,33.0,1.9624413145539905,97.0,3.8262910798122065,64.0
193,Ben Cutting,2,105.0,6.3283582089552235,160.0,7.3283582089552235,55.0
194,Ben Duckett,11,55.0,1.5384615384615385,177.0,3.8135198135198136,122.0
195,Ben Foakes,1,62.0,4.0,191.0,6.0,129.0
196,Ben Hilfenhaus,9,187.0,8.71830985915493,213.0,9.605633802816902,26.0
197,Ben Laughlin,1,129.0,9.0,131.0,9.0,2.0
198,Ben Lister,3,189.0,8.714285714285714,198.0,9.214285714285714,9.0
199,Ben McDermott,5,30.0,0.8214285714285714,176.0,3.5214285714285714,146.0
200,Ben Shikongo,8,162.0,9.0,171.0,9.31578947368421,10.0
201,Ben Stevens,1,188.0,4.0,189.0,5.0,1.0
202,Ben Stokes,99,105.0,2.88582995951417,221.0,5.553306342780027,116.0
203,Ben Wheeler,4,226.0,6.51063829787234,274.0,8.659574468085106,48.0
204,Benjamin Ward,5,99.0,5.404958677685951,176.0,7.082644628099174,77.0
205,Berend Westdijk,3,177.0,9.166666666666666,178.0,9.5,2.0
206,Bernard Loots,4,118.0,8.482758620689655,126.0,9.448275862068966,8.0
207,Bernard Scholtz,25,140.0,7.6906906906906904,182.0,9.045045045045045,41.0
208,Beuran Hendricks,4,193.0,7.044444444444444,211.0,9.066666666666666,18.0
209,Bhanuka Rajapaksa,5,39.0,1.0114942528735633,120.0,2.0,81.0
210,Bhim Sharki,22,52.0,2.3544554455445543,155.0,4.624752475247525,103.0
211,Bhuvneshwar Kumar,53,185.0,6.436197916666667,232.0,7.608072916666667,47.0
212,Bikram Sob,4,120.0,7.684210526315789,128.0,9.368421052631579,8.0
213,Bilal Asif,3,2.0,0.0,47.0,1.1538461538461537,45.0
214,Bilal Khan,19,167.0,8.972602739726028,173.0,9.452054794520548,7.0
215,Bilawal Bhatti,7,181.0,6.0519480519480515,221.0,7.909090909090909,41.0
216,Billy Stanlake,5,213.0,9.0,222.0,9.678571428571429,10.0
217,Billy Stelling,3,141.0,6.326923076923077,188.0,7.673076923076923,46.0
218,Binod Bhandari,14,85.0,3.8663793103448274,143.0,5.618534482758621,59.0
219,Binura Fernando,3,166.0,7.0,176.0,8.432432432432432,11.0
220,Bjorn Fortuin,3,150.0,6.75,151.0,7.625,1.0
221,Blair Tickner,6,209.0,8.607142857142858,215.0,9.642857142857142,6.0
222,Blessing Mahwire,11,149.0,6.82183908045977,175.0,8.551724137931034,26.0
223,Blessing Muzarabani,35,166.0,8.323076923076924,183.0,9.246153846153845,17.0
224,Boeta Dippenaar,30,3.0,0.13627386438446346,150.0,3.467412771560237,147.0
225,Boris Gorlee,3,126.0,3.689655172413793,154.0,4.931034482758621,28.0
226,Boyd Rankin,30,150.0,8.874476987447698,167.0,9.179916317991632,17.0
227,Brad Currie,1,168.0,9.0,197.0,9.0,29.0
228,Brad Evans,13,146.0,6.85064935064935,194.0,8.11038961038961,48.0
229,Brad Haddin,107,63.0,2.096508111080561,155.0,4.029969755292824,92.0
230,Brad Hodge,21,93.0,2.6316568047337277,214.0,4.362426035502959,120.0
231,Brad Hogg,31,164.0,6.094861660079052,208.0,7.5,44.0
232,Brad Wheal,7,162.0,8.457142857142857,193.0,9.542857142857143,30.0
233,Bradley Kruger,3,123.0,5.82,153.0,6.82,30.0
234,Brandon Glover,5,134.0,8.326086956521738,156.0,9.130434782608695,22.0
235,Brandon King,37,27.0,0.890894819466248,131.0,3.1585557299843012,104.0
236,Brandon Mavuta,8,129.0,6.044943820224719,152.0,6.786516853932584,22.0
237,Brandon McMullen,17,40.0,1.9472295514511873,162.0,4.270448548812665,122.0
238,Brendan Nash,7,111.0,3.4326241134751774,178.0,4.226950354609929,68.0
239,Brendan Taylor,175,34.0,1.5659427966101696,148.0,4.3008474576271185,113.0
240,Brendon Diamanti,1,79.0,6.0,122.0,6.0,43.0
241,Brendon McCullum,185,48.0,1.5506352765321376,143.0,3.663490284005979,95.0
242,Brenton Parchment,7,1.0,0.19196428571428573,60.0,1.7767857142857142,59.0
243,Brett Dorey,1,222.0,8.0,238.0,9.0,16.0
244,Brett Geeves,1,226.0,7.0,262.0,7.0,36.0
245,Brett Lee,66,172.0,6.540763673890609,224.0,7.975232198142415,51.0
246,Brian Chari,14,8.0,0.3179611650485437,57.0,2.266990291262136,49.0
247,Brian Lara,52,69.0,2.5177907594264473,173.0,4.119490175252257,104.0
248,Brian Vitori,14,158.0,8.625,176.0,9.395833333333334,18.0
249,Brijal Patel,1,83.0,6.0,87.0,7.0,4.0
250,Brydon Carse,9,199.0,6.922155688622754,249.0,8.209580838323353,50.0
251,CP Rizwan,39,48.0,2.0,148.0,5.090855106888361,101.0
252,Callum Ferguson,25,110.0,3.487437185929648,189.0,5.124371859296482,79.0
253,Calum MacLeod,86,36.0,1.2003695881731784,174.0,4.154171066525871,137.0
254,Calvert Hooper,5,103.0,7.049180327868853,147.0,8.229508196721312,44.0
255,Cameron Green,22,105.0,3.7857142857142856,205.0,5.465014577259475,99.0
256,Cameron McAuslan,2,1.0,0.0,41.0,1.0,40.0
257,Cameron Stevenson,16,149.0,6.819444444444445,185.0,7.907407407407407,36.0
258,Cameron White,77,104.0,2.7678776290630975,190.0,4.552198852772467,86.0
259,Carl Mumba,6,156.0,7.446428571428571,191.0,9.303571428571429,35.0
260,Carlos Brathwaite,37,166.0,5.52373417721519,219.0,8.02373417721519,52.0
261,Carlton Baugh,28,128.0,5.136963696369637,194.0,7.1138613861386135,66.0
262,Cephas Zhuwao,9,3.0,0.007352941176470588,48.0,1.1985294117647058,45.0
263,Chad Bowes,6,6.0,0.18181818181818182,73.0,1.7768595041322315,67.0
264,Chad Soper,53,121.0,5.867323730098559,172.0,7.777862016679302,51.0
265,Chadwick Walton,8,5.0,0.5227272727272727,38.0,2.3863636363636362,33.0
266,Chamara Kapugedera,81,91.0,3.300751879699248,169.0,5.0703228659885005,79.0
267,Chamara Silva,54,95.0,3.158806544754572,194.0,5.577478344562079,99.0
268,Chamika Karunaratne,24,139.0,5.855687606112054,191.0,8.258064516129032,52.0
269,Chaminda Bandara,1,201.0,9.0,202.0,9.0,1.0
270,Chaminda Vaas,52,181.0,6.083728278041074,209.0,7.584518167456556,28.0
271,Chamu Chibhabha,103,14.0,0.5923655614377263,98.0,3.1574254667038173,84.0
272,Chanaka Welegedara,3,242.0,8.444444444444445,246.0,9.333333333333334,5.0
273,Chandrapaul Hemraj,6,2.0,0.0,30.0,1.2376237623762376,28.0
274,Charith Asalanka,52,93.0,2.9740673339399453,207.0,5.89080982711556,114.0
275,Charl Langeveldt,16,186.0,8.398305084745763,202.0,9.322033898305085,16.0
276,Charles Amini,49,60.0,2.477259303012404,136.0,4.920850561134081,75.0
277,Charles Coventry,29,52.0,2.5589622641509435,170.0,5.318396226415095,118.0
278,Charles Perchard,4,177.0,8.0,207.0,8.794871794871796,31.0
279,Charlie Tear,3,5.0,0.0,108.0,2.0,104.0
280,Charlton Tshuma,1,218.0,10.0,218.0,10.0,0.0
281,Chaturanga de Silva,7,128.0,5.104347826086957,177.0,6.121739130434783,48.0
282,Chemar Holder,1,122.0,9.0,122.0,9.0,0.0
283,Chetan Sakariya,1,225.0,9.0,225.0,9.0,0.0
284,Cheteshwar Pujara,5,9.0,0.7941176470588235,67.0,4.772058823529412,58.0
285,Chirag Suri,37,3.0,0.1264591439688716,113.0,2.866407263294423,110.0
286,Chris Amini,1,252.0,7.0,260.0,7.0,8.0
287,Chris Cairns,14,148.0,4.2772277227722775,212.0,6.584158415841584,64.0
288,Chris Douglas,2,18.0,1.0,166.0,5.893805309734513,148.0
289,Chris Foggo,1,2.0,0.0,6.0,1.0,4.0
290,Chris Gayle,190,2.0,0.06907985631389886,128.0,2.5310859353412547,126.0
291,Chris Greaves,20,128.0,4.849872773536895,179.0,6.557251908396947,51.0
292,Chris Jordan,23,209.0,6.761467889908257,243.0,8.1651376146789,34.0
293,Chris Lynn,4,36.0,1.9565217391304348,84.0,3.782608695652174,48.0
294,Chris Martin,2,236.0,9.0,238.0,9.4,2.0
295,Chris Morris,27,165.0,5.2974683544303796,210.0,6.698312236286919,46.0
296,Chris Mpofu,34,161.0,8.862857142857143,169.0,9.28,8.0
297,Chris Read,7,153.0,6.0,189.0,7.564102564102564,35.0
298,Chris Sole,14,179.0,8.130434782608695,200.0,8.934782608695652,21.0
299,Chris Tremain,3,146.0,8.076923076923077,181.0,8.153846153846153,35.0
300,Chris Tremlett,11,177.0,7.769230769230769,192.0,9.10989010989011,16.0
301,Chris Woakes,86,162.0,5.717403790924756,230.0,7.301550832854681,68.0
302,Christi Viljoen,2,119.0,4.956521739130435,143.0,5.956521739130435,24.0
303,Christiaan Jonker,2,47.0,3.5588235294117645,73.0,4.5588235294117645,26.0
304,Christopher Carter,9,23.0,0.6084656084656085,62.0,2.164021164021164,38.0
305,Christopher McBride,17,10.0,0.4416058394160584,75.0,2.7025547445255476,64.0
306,Clay Smith,6,0.0,0.0,26.0,1.4,26.0
307,Clayton Floyd,4,160.0,7.9411764705882355,168.0,8.882352941176471,8.0
308,Clint McKay,29,188.0,7.708454810495627,224.0,8.965014577259476,37.0
309,Clive Madande,11,87.0,4.725,187.0,8.05625,100.0
310,Cole McConchie,5,175.0,4.81203007518797,228.0,7.7443609022556394,53.0
311,Colin Ackermann,15,29.0,1.1790235081374323,115.0,4.182640144665461,86.0
312,Colin Ingram,29,48.0,1.2817574021012417,184.0,3.4536771728748805,136.0
313,Colin Munro,52,53.0,1.5288852725793327,136.0,3.389747762408462,83.0
314,Colin Smith,17,56.0,3.507795100222717,121.0,5.906458797327394,65.0
315,Colin de Grandhomme,35,132.0,4.983193277310924,193.0,6.42296918767507,61.0
316,Collins Obuya,56,56.0,2.333772507685551,144.0,4.779973649538867,88.0
317,Con de Lange,10,108.0,3.995049504950495,152.0,6.5594059405940595,44.0
318,Corey Anderson,44,134.0,3.741690408357075,205.0,5.373219373219373,71.0
319,Corey Collymore,13,174.0,9.035714285714286,185.0,9.339285714285714,11.0
320,Courtney Browne,12,151.0,6.155251141552512,205.0,8.269406392694064,54.0
321,Courtney Kruger,2,48.0,2.761904761904762,59.0,4.523809523809524,11.0
322,Craig Cumming,3,51.0,0.8679245283018868,78.0,2.2830188679245285,26.0
323,Craig Ervine,115,46.0,1.665559246954596,151.0,4.348837209302325,105.0
324,Craig Kieswetter,39,39.0,1.0513900589721987,133.0,2.957034540859309,94.0
325,Craig McMillan,36,88.0,3.4478371501272265,178.0,5.494486853265479,90.0
326,Craig Overton,5,207.0,6.772151898734177,247.0,8.455696202531646,40.0
327,Craig Wallace,28,105.0,3.3705426356589148,173.0,5.768992248062015,67.0
328,Craig Williams,18,69.0,1.9028831562974204,165.0,4.743550834597875,96.0
329,Craig Wishart,1,75.0,2.0,81.0,3.0,6.0
330,Craig Wright,8,94.0,5.626168224299065,144.0,7.079439252336448,50.0
331,Craig Young,24,202.0,8.451807228915662,237.0,9.198795180722891,35.0
332,Curtis Campher,29,64.0,3.422279792746114,169.0,5.939550949913644,105.0
333,D'Arcy Short,8,82.0,2.978102189781022,171.0,5.248175182481752,90.0
334,Daan van Bunge,16,62.0,2.8493975903614457,127.0,4.86144578313253,65.0
335,Dale Richards,7,1.0,0.0,89.0,2.0846153846153848,88.0
336,Dale Steyn,51,169.0,7.114864864864865,202.0,8.64527027027027,33.0
337,Damien Martyn,45,77.0,2.0169660678642716,185.0,3.886726546906188,109.0
338,Damien Ravu,15,150.0,8.00502512562814,189.0,8.849246231155778,39.0
339,Damodar Daesrath,3,74.0,4.13103448275862,141.0,7.393103448275862,67.0
340,Dan Christian,18,171.0,4.97444089456869,213.0,6.789137380191693,42.0
341,Dan Cullen,1,260.0,8.0,278.0,9.0,18.0
342,Dane Cleaver,1,78.0,1.0,132.0,3.0,54.0
343,Daniel Birrell,1,218.0,10.0,218.0,10.0,0.0
344,Daniel Flynn,16,70.0,3.0081081081081082,111.0,4.140540540540541,41.0
345,Daniel Vettori,98,124.0,5.55288192501399,185.0,7.161723559037493,61.0
346,Daniel Worrall,1,283.0,8.0,294.0,9.0,11.0
347,Daniel ter Braak,2,13.0,0.8842105263157894,101.0,2.768421052631579,88.0
348,Danish Aziz,2,106.0,3.0,116.0,4.0,10.0
349,Danish Kaneria,3,274.0,9.125,279.0,9.125,6.0
350,Danushka Gunathilaka,46,7.0,0.21664050235478807,126.0,2.532705389848247,119.0
351,Danza Hyatt,9,30.0,1.2116402116402116,79.0,2.2222222222222223,49.0
352,Daren Ganga,7,12.0,0.6336633663366337,75.0,2.937293729372937,63.0
353,Daren Powell,25,174.0,7.813253012048193,200.0,8.765060240963855,26.0
354,Daren Sammy,103,135.0,5.609592573491491,189.0,7.348633316142341,54.0
